ID_venta,Sucursal,Fecha,ID_producto,Nombre_producto,Categoría_producto,Precio_unitario,Cantidad_vendida,Monto_total,ID_empleado,Nombre_empleado,Evaluación_atención,Descuento,Ubicación_cliente,Ciudad,Método_pago,Hora_venta
V2334,Sucursal 2,2023-01-14,1,Reloj,Accesorios,150.0,6,320.0,E3,Jose Lopez,3,5,Zona 1,Ambato,PayPal,Noche
V2335,Sucursal 2,2023-01-30,5,Chaqueta de cuero,Electronica,120.0,9,720.0,E5,Carlos Perez,5,0,Zona 1,Guayaquil,Tarjeta de credito,Tarde
V2336,Sucursal 2,2023-01-31,10,Reloj,Accesorios,40.0,3,540.0,E3,Carlos Perez,3,10,Zona 2,Quito,Tarjeta de debito,Tarde
V2337,Sucursal 2,2023-01-26,4,Camiseta,Electronica,250.0,9,1500.0,E5,Carlos Perez,4,10,Zona 2,Loja,PayPal,Tarde
V2338,Sucursal 2,2023-03-15,4,Chaqueta de cuero,Accesorios,80.0,3,1200.0,E3,Ana Garcia,1,15,Zona 2,Cuenca,Transferencia,Noche
V2339,Sucursal 2,2023-02-23,4,Smartphone,Ropa,300.0,10,900.0,E1,Carlos Perez,4,0,Zona 1,Loja,PayPal,Mañana
V2340,Sucursal 2,2023-01-06,3,Smartphone,Ropa,150.0,5,2000.0,E4,Lucia Martinez,4,15,Zona 3,Loja,Tarjeta de debito,Noche
V2341,Sucursal 2,2023-04-01,4,Bicicleta,Ropa,40.0,10,480.0,E2,Jose Lopez,3,10,Zona 1,Quito,Transferencia,Tarde
V2342,Sucursal 2,2023-01-25,10,Bicicleta,Electronica,60.0,8,360.0,E2,Jose Lopez,3,10,Zona 2,Ambato,Transferencia,Tarde
V2343,Sucursal 2,2023-03-07,3,Auriculares Bluetooth,Electronica,60.0,4,450.0,E1,Pedro Gomez,1,15,Zona 2,Guayaquil,Efectivo,Noche
V2344,Sucursal 2,2023-02-04,8,Cargador inalambrico,Electronica,500.0,8,80.0,E4,Jose Lopez,1,15,Zona 2,Cuenca,Efectivo,Noche
V2345,Sucursal 2,2023-01-28,6,Bicicleta,Electronica,500.0,4,800.0,E2,Pedro Gomez,3,20,Zona 2,Guayaquil,Efectivo,Tarde
V2346,Sucursal 2,2023-01-02,3,Zapatos deportivos,Calzado,60.0,1,200.0,E4,Ana Garcia,1,15,Zona 3,Guayaquil,Efectivo,Tarde
V2347,Sucursal 2,2023-01-19,10,Smartphone,Calzado,80.0,6,80.0,E3,Lucia Martinez,5,0,Zona 2,Quito,Tarjeta de debito,Mañana
V2348,Sucursal 2,2023-02-20,2,Bicicleta,Electronica,40.0,9,300.0,E2,Ana Garcia,1,20,Zona 3,Guayaquil,Transferencia,Tarde
V2349,Sucursal 2,2023-01-23,3,Cargador inalambrico,Ropa,60.0,10,1050.0,E2,Pedro Gomez,4,10,Zona 2,Ambato,Tarjeta de debito,Mañana
V2350,Sucursal 2,2023-03-27,4,Reloj,Ropa,40.0,4,360.0,E2,Ana Garcia,1,0,Zona 1,Cuenca,Efectivo,Mañana
V2351,Sucursal 2,2023-01-23,4,Smartphone,Ropa,25.0,1,360.0,E4,Jose Lopez,5,15,Zona 3,Guayaquil,Transferencia,Mañana
V2352,Sucursal 2,2023-01-24,2,Camiseta,Ropa,60.0,6,2400.0,E5,Jose Lopez,4,0,Zona 2,Ambato,Efectivo,Mañana
V2353,Sucursal 2,2023-02-06,7,Bicicleta,Electronica,150.0,4,40.0,E2,Pedro Gomez,3,5,Zona 3,Cuenca,Transferencia,Tarde
V2354,Sucursal 2,2023-02-19,3,Smartphone,Electronica,250.0,5,1000.0,E2,Carlos Perez,4,10,Zona 1,Ambato,Tarjeta de debito,Mañana
V2355,Sucursal 2,2023-03-24,6,Zapatos deportivos,Ropa,300.0,2,2500.0,E5,Jose Lopez,5,5,Zona 3,Guayaquil,PayPal,Noche
V2356,Sucursal 2,2023-01-06,2,Cargador inalambrico,Accesorios,25.0,2,25.0,E2,Pedro Gomez,4,10,Zona 1,Quito,PayPal,Tarde
V2357,Sucursal 2,2023-01-05,5,Auriculares Bluetooth,Ropa,25.0,3,150.0,E5,Carlos Perez,3,20,Zona 3,Ambato,Transferencia,Tarde
V2358,Sucursal 2,2023-02-24,4,Smartphone,Ropa,25.0,3,1200.0,E3,Lucia Martinez,2,15,Zona 1,Quito,Efectivo,Tarde
V2359,Sucursal 2,2023-03-30,2,Zapatos deportivos,Electronica,300.0,4,300.0,E3,Carlos Perez,4,15,Zona 1,Cuenca,Efectivo,Mañana
V2360,Sucursal 2,2023-01-06,6,Cargador inalambrico,Electronica,250.0,10,1250.0,E4,Carlos Perez,4,0,Zona 3,Ambato,Tarjeta de debito,Noche
V2361,Sucursal 2,2023-03-22,9,Pantalones,Ropa,80.0,7,720.0,E4,Carlos Perez,2,15,Zona 2,Cuenca,Transferencia,Mañana
V2362,Sucursal 2,2023-02-09,3,Smartphone,Accesorios,500.0,8,175.0,E3,Jose Lopez,1,5,Zona 2,Cuenca,PayPal,Mañana
V2363,Sucursal 2,2023-02-09,1,Chaqueta de cuero,Electronica,40.0,9,900.0,E3,Jose Lopez,2,15,Zona 1,Quito,Tarjeta de debito,Mañana
V2364,Sucursal 2,2023-01-24,10,Chaqueta de cuero,Electronica,500.0,6,2700.0,E4,Pedro Gomez,2,5,Zona 1,Cuenca,PayPal,Noche
V2365,Sucursal 2,2023-02-09,4,Pantalones,Accesorios,40.0,8,400.0,E1,Lucia Martinez,1,5,Zona 3,Cuenca,Efectivo,Mañana
V2366,Sucursal 2,2023-03-10,5,Tablet,Ropa,300.0,6,480.0,E1,Pedro Gomez,2,0,Zona 2,Loja,Tarjeta de credito,Noche
V2367,Sucursal 2,2023-03-11,6,Zapatos deportivos,Calzado,30.0,10,200.0,E4,Carlos Perez,1,10,Zona 3,Cuenca,Efectivo,Noche
V2368,Sucursal 2,2023-02-07,4,Cargador inalambrico,Accesorios,250.0,6,150.0,E1,Ana Garcia,5,5,Zona 1,Cuenca,Tarjeta de credito,Noche
V2369,Sucursal 2,2023-02-22,7,Pantalones,Accesorios,40.0,2,2100.0,E3,Carlos Perez,2,10,Zona 2,Ambato,Transferencia,Mañana
V2370,Sucursal 2,2023-01-14,6,Reloj,Electronica,300.0,3,480.0,E3,Jose Lopez,1,20,Zona 1,Cuenca,Transferencia,Noche
V2371,Sucursal 2,2023-03-18,3,Reloj,Ropa,25.0,3,270.0,E2,Lucia Martinez,1,10,Zona 3,Ambato,PayPal,Mañana
V2372,Sucursal 2,2023-03-20,7,Pantalones,Ropa,40.0,3,30.0,E1,Ana Garcia,5,5,Zona 3,Quito,Tarjeta de debito,Tarde
V2373,Sucursal 2,2023-01-26,5,Cargador inalambrico,Ropa,80.0,5,540.0,E5,Jose Lopez,5,0,Zona 3,Loja,Transferencia,Noche
V2374,Sucursal 2,2023-02-15,3,Zapatos deportivos,Ropa,30.0,9,175.0,E3,Carlos Perez,3,15,Zona 3,Quito,Efectivo,Mañana
V2375,Sucursal 2,2023-03-28,3,Tablet,Electronica,150.0,1,1350.0,E5,Ana Garcia,2,0,Zona 1,Loja,Efectivo,Noche
V2376,Sucursal 2,2023-02-22,1,Reloj,Accesorios,60.0,10,2000.0,E3,Ana Garcia,2,0,Zona 2,Guayaquil,Tarjeta de credito,Noche
V2377,Sucursal 2,2023-02-13,9,Auriculares Bluetooth,Ropa,30.0,7,2500.0,E3,Pedro Gomez,1,20,Zona 2,Loja,Efectivo,Noche
V2378,Sucursal 2,2023-01-20,9,Camiseta,Accesorios,25.0,1,90.0,E3,Carlos Perez,2,0,Zona 3,Guayaquil,Tarjeta de credito,Tarde
V2379,Sucursal 2,2023-02-19,1,Camiseta,Calzado,40.0,2,2250.0,E3,Lucia Martinez,1,5,Zona 3,Loja,Efectivo,Noche
V2380,Sucursal 2,2023-01-12,1,Auriculares Bluetooth,Accesorios,25.0,7,1500.0,E1,Pedro Gomez,2,5,Zona 1,Ambato,Tarjeta de credito,Tarde
V2381,Sucursal 2,2023-03-15,4,Bicicleta,Ropa,80.0,3,1800.0,E5,Jose Lopez,2,5,Zona 3,Cuenca,PayPal,Tarde
V2382,Sucursal 2,2023-03-07,7,Smartphone,Electronica,300.0,5,1750.0,E5,Ana Garcia,2,15,Zona 1,Ambato,Efectivo,Noche
V2383,Sucursal 2,2023-02-12,4,Auriculares Bluetooth,Ropa,80.0,1,540.0,E3,Jose Lopez,4,10,Zona 2,Guayaquil,Transferencia,Noche
V2384,Sucursal 2,2023-02-04,8,Cargador inalambrico,Electronica,150.0,6,1080.0,E3,Ana Garcia,5,10,Zona 2,Loja,Transferencia,Noche
V2385,Sucursal 2,2023-03-04,6,Zapatos deportivos,Electronica,,3,,E4,Pedro Gomez,1,10,Zona 2,Loja,Tarjeta de credito,Tarde
V2386,Sucursal 2,2023-03-26,7,Cargador inalambrico,Electronica,120.0,9,900.0,E5,Carlos Perez,3,15,Zona 3,Ambato,Tarjeta de credito,Noche
V2387,Sucursal 2,2023-03-30,10,Cargador inalambrico,Electronica,40.0,1,4500.0,E5,Jose Lopez,3,10,Zona 1,Quito,Tarjeta de debito,Mañana
V2388,Sucursal 2,2023-02-25,1,Tablet,Accesorios,60.0,2,200.0,E5,Lucia Martinez,3,5,Zona 2,Loja,Efectivo,Mañana
V2389,Sucursal 2,2023-03-26,7,Tablet,Electronica,30.0,8,240.0,E2,Pedro Gomez,4,15,Zona 1,Ambato,Transferencia,Noche
V2390,Sucursal 2,2023-01-13,2,Tablet,Electronica,250.0,8,750.0,E4,Lucia Martinez,2,10,Zona 3,Ambato,PayPal,Tarde
V2391,Sucursal 2,2023-01-11,2,Reloj,Ropa,,2,,E4,Jose Lopez,1,10,Zona 1,Guayaquil,Efectivo,Noche
V2392,Sucursal 2,2023-02-13,6,Reloj,Ropa,250.0,2,720.0,E5,Pedro Gomez,4,0,Zona 1,Loja,Tarjeta de credito,Noche
V2393,Sucursal 2,2023-01-22,7,Camiseta,Electronica,80.0,1,1080.0,E1,Ana Garcia,5,10,Zona 2,Guayaquil,Efectivo,Noche
V2394,Sucursal 2,2023-03-05,7,Tablet,Accesorios,30.0,9,80.0,E5,Ana Garcia,5,5,Zona 2,Cuenca,Efectivo,Noche
V2395,Sucursal 2,2023-01-29,2,Auriculares Bluetooth,Accesorios,300.0,9,400.0,E4,Lucia Martinez,3,10,Zona 2,Quito,Tarjeta de debito,Noche
V2396,Sucursal 2,2023-03-03,5,Bicicleta,Calzado,60.0,1,1000.0,E3,Ana Garcia,1,0,Zona 3,Ambato,Tarjeta de debito,Noche
V2397,Sucursal 2,2023-02-10,6,Camiseta,Electronica,25.0,1,640.0,E4,Ana Garcia,4,20,Zona 1,Guayaquil,Transferencia,Noche
V2398,Sucursal 2,2023-03-23,1,Smartphone,Electronica,250.0,7,600.0,E1,Jose Lopez,3,0,Zona 1,Ambato,Tarjeta de credito,Mañana
V2399,Sucursal 2,2023-01-19,9,Smartphone,Ropa,120.0,7,180.0,E2,Carlos Perez,1,10,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V2400,Sucursal 2,2023-03-17,2,Zapatos deportivos,Electronica,500.0,2,2700.0,E1,Jose Lopez,5,0,Zona 1,Cuenca,Tarjeta de credito,Mañana
V2401,Sucursal 2,2023-02-23,4,Pantalones,Ropa,500.0,7,480.0,E2,Pedro Gomez,2,15,Zona 1,Quito,Tarjeta de credito,Tarde
V2402,Sucursal 2,2023-02-06,7,Smartphone,Ropa,500.0,3,600.0,E2,Carlos Perez,1,10,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V2403,Sucursal 2,2023-03-25,9,Smartphone,Calzado,25.0,5,600.0,E5,Pedro Gomez,4,10,Zona 2,Guayaquil,Tarjeta de debito,Noche
V2404,Sucursal 2,2023-01-16,9,Camiseta,Ropa,60.0,2,180.0,E5,Jose Lopez,1,10,Zona 1,Ambato,Efectivo,Mañana
V2405,Sucursal 2,2023-02-26,10,Chaqueta de cuero,Accesorios,25.0,6,360.0,E5,Pedro Gomez,1,5,Zona 3,Quito,Tarjeta de credito,Tarde
V2406,Sucursal 2,2023-01-16,7,Tablet,Accesorios,80.0,5,1500.0,E1,Ana Garcia,1,10,Zona 3,Ambato,Tarjeta de credito,Mañana
V2407,Sucursal 2,2023-02-27,6,Zapatos deportivos,Ropa,40.0,8,540.0,E2,Jose Lopez,5,20,Zona 2,Quito,Transferencia,Noche
V2408,Sucursal 2,2023-03-11,8,Cargador inalambrico,Ropa,40.0,8,30.0,E4,Carlos Perez,4,20,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V2409,Sucursal 2,2023-01-13,4,Smartphone,Accesorios,250.0,3,30.0,E5,Lucia Martinez,1,0,Zona 3,Quito,Tarjeta de debito,Tarde
V2410,Sucursal 2,2023-02-02,4,Tablet,Ropa,30.0,10,150.0,E2,Pedro Gomez,3,20,Zona 3,Quito,Efectivo,Noche
V2411,Sucursal 2,2023-03-14,7,Auriculares Bluetooth,Electronica,80.0,8,80.0,E2,Pedro Gomez,4,5,Zona 3,Guayaquil,Efectivo,Tarde
V2412,Sucursal 2,2023-03-27,9,Camiseta,Calzado,,10,,E1,Ana Garcia,2,0,Zona 3,Ambato,Transferencia,Mañana
V2413,Sucursal 2,2023-03-27,10,Zapatos deportivos,Electronica,,5,,E4,Jose Lopez,3,15,Zona 3,Loja,Transferencia,Noche
V2414,Sucursal 2,2023-01-01,2,Camiseta,Calzado,150.0,3,30.0,E4,Carlos Perez,5,10,Zona 2,Cuenca,PayPal,Noche
V2415,Sucursal 2,2023-03-10,8,Auriculares Bluetooth,Ropa,30.0,7,280.0,E3,Lucia Martinez,2,0,Zona 1,Ambato,Tarjeta de debito,Mañana
V2416,Sucursal 2,2023-03-03,2,Tablet,Electronica,40.0,2,200.0,E1,Pedro Gomez,5,10,Zona 1,Cuenca,Tarjeta de debito,Noche
V2417,Sucursal 2,2023-03-18,7,Camiseta,Electronica,30.0,3,100.0,E2,Jose Lopez,3,20,Zona 3,Loja,PayPal,Tarde
V2418,Sucursal 2,2023-01-20,3,Auriculares Bluetooth,Accesorios,500.0,2,180.0,E1,Carlos Perez,4,5,Zona 2,Ambato,Tarjeta de debito,Mañana
V2419,Sucursal 2,2023-01-13,7,Chaqueta de cuero,Electronica,25.0,2,250.0,E4,Ana Garcia,4,15,Zona 1,Ambato,Tarjeta de debito,Tarde
V2420,Sucursal 2,2023-01-16,8,Tablet,Ropa,120.0,4,400.0,E1,Pedro Gomez,5,15,Zona 2,Cuenca,Transferencia,Tarde
V2421,Sucursal 2,2023-02-04,8,Pantalones,Calzado,80.0,8,250.0,E2,Lucia Martinez,3,0,Zona 1,Quito,Tarjeta de credito,Mañana
V2422,Sucursal 2,2023-03-10,8,Reloj,Ropa,25.0,6,2100.0,E4,Ana Garcia,2,15,Zona 3,Quito,PayPal,Noche
V2423,Sucursal 2,2023-03-17,10,Chaqueta de cuero,Electronica,25.0,8,2000.0,E4,Lucia Martinez,3,5,Zona 2,Cuenca,PayPal,Tarde
V2424,Sucursal 2,2023-01-27,5,Tablet,Electronica,500.0,10,120.0,E1,Carlos Perez,4,5,Zona 3,Quito,Transferencia,Noche
V2425,Sucursal 2,2023-01-02,2,Cargador inalambrico,Electronica,80.0,9,900.0,E1,Jose Lopez,1,0,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V2426,Sucursal 2,2023-03-06,9,Bicicleta,Calzado,150.0,4,750.0,E4,Jose Lopez,5,5,Zona 1,Ambato,Transferencia,Mañana
V2427,Sucursal 2,2023-02-09,8,Bicicleta,Electronica,250.0,1,80.0,E1,Ana Garcia,3,5,Zona 3,Cuenca,PayPal,Noche
V2428,Sucursal 2,2023-01-16,10,Smartphone,Electronica,25.0,5,280.0,E4,Pedro Gomez,5,0,Zona 1,Guayaquil,Transferencia,Mañana
V2429,Sucursal 2,2023-02-27,10,Bicicleta,Accesorios,250.0,4,500.0,E1,Carlos Perez,4,10,Zona 2,Loja,Tarjeta de debito,Noche
V2430,Sucursal 2,2023-03-16,9,Auriculares Bluetooth,Electronica,500.0,8,2500.0,E5,Jose Lopez,1,20,Zona 1,Quito,Transferencia,Tarde
V2431,Sucursal 2,2023-01-15,5,Tablet,Accesorios,25.0,3,900.0,E3,Ana Garcia,1,15,Zona 2,Ambato,Transferencia,Tarde
V2432,Sucursal 2,2023-01-10,9,Camiseta,Ropa,30.0,10,2700.0,E1,Jose Lopez,5,15,Zona 2,Ambato,Transferencia,Mañana
V2433,Sucursal 2,2023-01-17,5,Zapatos deportivos,Accesorios,30.0,10,450.0,E5,Carlos Perez,3,20,Zona 2,Loja,Efectivo,Tarde
V2434,Sucursal 2,2023-03-31,6,Chaqueta de cuero,Electronica,300.0,6,40.0,E5,Jose Lopez,1,20,Zona 1,Quito,Tarjeta de credito,Noche
V2435,Sucursal 2,2023-03-03,8,Auriculares Bluetooth,Ropa,300.0,9,300.0,E1,Lucia Martinez,2,0,Zona 2,Loja,Transferencia,Tarde
V2436,Sucursal 2,2023-01-10,8,Camiseta,Electronica,80.0,8,2400.0,E1,Lucia Martinez,5,10,Zona 3,Cuenca,Efectivo,Mañana
V2437,Sucursal 2,2023-02-18,2,Smartphone,Accesorios,40.0,4,900.0,E3,Carlos Perez,2,10,Zona 1,Loja,Tarjeta de credito,Mañana
V2438,Sucursal 2,2023-02-25,9,Reloj,Ropa,250.0,5,200.0,E3,Lucia Martinez,3,5,Zona 2,Quito,Transferencia,Mañana
V2439,Sucursal 2,2023-01-02,1,Auriculares Bluetooth,Electronica,,7,,E3,Carlos Perez,2,10,Zona 3,Cuenca,Tarjeta de debito,Tarde
V2440,Sucursal 2,2023-02-11,10,Pantalones,Accesorios,80.0,1,600.0,E4,Carlos Perez,1,5,Zona 3,Ambato,Tarjeta de credito,Mañana
V2441,Sucursal 2,2023-02-21,5,Cargador inalambrico,Calzado,,4,,E1,Jose Lopez,2,0,Zona 3,Quito,Tarjeta de debito,Noche
V2442,Sucursal 2,2023-03-18,6,Zapatos deportivos,Ropa,500.0,5,720.0,E2,Ana Garcia,5,20,Zona 3,Cuenca,Transferencia,Noche
V2443,Sucursal 2,2023-02-26,5,Pantalones,Electronica,300.0,2,210.0,E5,Lucia Martinez,1,15,Zona 1,Guayaquil,Tarjeta de credito,Noche
V2444,Sucursal 2,2023-01-07,6,Smartphone,Ropa,80.0,5,480.0,E3,Jose Lopez,4,10,Zona 2,Ambato,PayPal,Tarde
V2445,Sucursal 2,2023-01-24,9,Zapatos deportivos,Calzado,120.0,9,240.0,E4,Carlos Perez,4,0,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V2446,Sucursal 2,2023-01-03,10,Tablet,Ropa,150.0,7,175.0,E4,Carlos Perez,4,5,Zona 3,Quito,Tarjeta de credito,Noche
V2447,Sucursal 2,2023-01-07,10,Zapatos deportivos,Electronica,250.0,10,1500.0,E3,Lucia Martinez,3,20,Zona 1,Cuenca,Tarjeta de credito,Tarde
V2448,Sucursal 2,2023-01-23,9,Camiseta,Electronica,120.0,5,175.0,E2,Carlos Perez,1,20,Zona 3,Loja,PayPal,Mañana
V2449,Sucursal 2,2023-03-16,7,Reloj,Ropa,120.0,8,2000.0,E1,Jose Lopez,2,5,Zona 3,Ambato,Transferencia,Noche
V2450,Sucursal 2,2023-03-30,4,Pantalones,Accesorios,300.0,7,540.0,E5,Ana Garcia,4,0,Zona 3,Loja,Transferencia,Tarde
V2451,Sucursal 2,2023-01-29,5,Smartphone,Electronica,60.0,10,90.0,E5,Lucia Martinez,4,0,Zona 2,Loja,PayPal,Noche
V2452,Sucursal 2,2023-03-28,2,Cargador inalambrico,Electronica,25.0,3,160.0,E4,Carlos Perez,5,5,Zona 3,Cuenca,Tarjeta de debito,Noche
V2453,Sucursal 2,2023-01-25,1,Pantalones,Ropa,500.0,2,300.0,E5,Pedro Gomez,2,15,Zona 1,Guayaquil,PayPal,Tarde
V2454,Sucursal 2,2023-02-11,1,Zapatos deportivos,Electronica,,3,,E2,Jose Lopez,5,10,Zona 2,Ambato,Tarjeta de credito,Mañana
V2455,Sucursal 2,2023-03-28,2,Auriculares Bluetooth,Ropa,25.0,3,100.0,E3,Lucia Martinez,3,20,Zona 1,Loja,Efectivo,Noche
V2456,Sucursal 2,2023-02-11,1,Bicicleta,Calzado,300.0,2,840.0,E4,Lucia Martinez,2,20,Zona 2,Ambato,PayPal,Tarde
V2457,Sucursal 2,2023-03-06,4,Bicicleta,Electronica,250.0,9,40.0,E2,Carlos Perez,4,5,Zona 2,Loja,Transferencia,Noche
V2458,Sucursal 2,2023-01-18,8,Chaqueta de cuero,Electronica,120.0,1,300.0,E4,Ana Garcia,5,10,Zona 3,Loja,Tarjeta de credito,Noche
V2459,Sucursal 2,2023-02-18,2,Auriculares Bluetooth,Electronica,150.0,3,900.0,E1,Carlos Perez,3,5,Zona 1,Ambato,Tarjeta de debito,Tarde
V2460,Sucursal 2,2023-03-15,6,Reloj,Electronica,150.0,5,450.0,E5,Jose Lopez,1,10,Zona 2,Quito,Tarjeta de debito,Tarde
V2461,Sucursal 2,2023-02-21,2,Camiseta,Calzado,500.0,8,840.0,E2,Jose Lopez,2,0,Zona 1,Guayaquil,Tarjeta de credito,Tarde
V2462,Sucursal 2,2023-02-26,3,Zapatos deportivos,Electronica,30.0,6,2000.0,E4,Ana Garcia,2,5,Zona 2,Ambato,Tarjeta de credito,Tarde
V2463,Sucursal 2,2023-01-22,4,Smartphone,Electronica,25.0,7,600.0,E2,Ana Garcia,5,10,Zona 1,Quito,Tarjeta de credito,Tarde
V2464,Sucursal 2,2023-01-04,2,Pantalones,Accesorios,80.0,6,2000.0,E5,Ana Garcia,2,0,Zona 1,Quito,Efectivo,Mañana
V2465,Sucursal 2,2023-03-26,10,Cargador inalambrico,Accesorios,25.0,10,4500.0,E3,Lucia Martinez,2,20,Zona 2,Guayaquil,Efectivo,Mañana
V2466,Sucursal 2,2023-03-20,8,Zapatos deportivos,Ropa,120.0,2,210.0,E1,Lucia Martinez,3,5,Zona 3,Loja,Tarjeta de credito,Tarde
V2467,Sucursal 2,2023-03-26,1,Chaqueta de cuero,Electronica,300.0,3,1200.0,E3,Ana Garcia,5,20,Zona 2,Loja,PayPal,Mañana
V2468,Sucursal 2,2023-01-05,9,Smartphone,Electronica,25.0,5,500.0,E2,Ana Garcia,1,15,Zona 1,Quito,Tarjeta de debito,Noche
V2469,Sucursal 2,2023-01-31,5,Camiseta,Calzado,150.0,2,75.0,E1,Jose Lopez,5,5,Zona 2,Quito,PayPal,Noche
V2470,Sucursal 2,2023-01-16,5,Reloj,Accesorios,300.0,5,280.0,E1,Lucia Martinez,4,20,Zona 1,Quito,Tarjeta de debito,Tarde
V2471,Sucursal 2,2023-01-19,3,Smartphone,Electronica,80.0,8,1750.0,E4,Ana Garcia,4,0,Zona 3,Guayaquil,PayPal,Tarde
V2472,Sucursal 2,2023-02-02,3,Reloj,Ropa,300.0,7,300.0,E1,Pedro Gomez,2,15,Zona 1,Quito,Efectivo,Mañana
V2473,Sucursal 2,2023-01-20,2,Smartphone,Electronica,300.0,7,270.0,E5,Jose Lopez,5,5,Zona 3,Ambato,PayPal,Mañana
V2474,Sucursal 2,2023-03-19,1,Tablet,Ropa,80.0,3,225.0,E4,Ana Garcia,4,15,Zona 3,Guayaquil,Tarjeta de credito,Noche
V2475,Sucursal 2,2023-01-31,7,Bicicleta,Calzado,500.0,9,900.0,E5,Pedro Gomez,1,0,Zona 3,Guayaquil,Tarjeta de debito,Tarde
V2476,Sucursal 2,2023-02-06,1,Tablet,Ropa,40.0,6,500.0,E4,Carlos Perez,4,0,Zona 2,Quito,Tarjeta de debito,Tarde
V2477,Sucursal 2,2023-01-14,3,Bicicleta,Electronica,500.0,8,450.0,E2,Lucia Martinez,1,20,Zona 1,Cuenca,Tarjeta de debito,Tarde
V2478,Sucursal 2,2023-03-24,10,Smartphone,Electronica,150.0,8,640.0,E1,Carlos Perez,1,5,Zona 2,Ambato,Tarjeta de credito,Noche
V2479,Sucursal 2,2023-03-31,10,Smartphone,Electronica,25.0,10,300.0,E3,Ana Garcia,2,15,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V2480,Sucursal 2,2023-03-16,8,Chaqueta de cuero,Ropa,120.0,8,2100.0,E5,Pedro Gomez,2,15,Zona 1,Cuenca,Tarjeta de credito,Noche
V2481,Sucursal 2,2023-02-18,10,Auriculares Bluetooth,Ropa,150.0,8,450.0,E5,Carlos Perez,4,20,Zona 3,Loja,Tarjeta de credito,Mañana
V2482,Sucursal 2,2023-03-30,1,Auriculares Bluetooth,Accesorios,120.0,10,480.0,E3,Ana Garcia,4,5,Zona 2,Quito,PayPal,Noche
V2483,Sucursal 2,2023-01-28,9,Smartphone,Electronica,40.0,4,360.0,E2,Pedro Gomez,5,20,Zona 2,Guayaquil,PayPal,Tarde
V2484,Sucursal 2,2023-02-02,7,Chaqueta de cuero,Ropa,30.0,8,1000.0,E3,Jose Lopez,4,0,Zona 1,Loja,Efectivo,Tarde
V2485,Sucursal 2,2023-01-02,4,Cargador inalambrico,Calzado,150.0,10,480.0,E1,Carlos Perez,1,15,Zona 1,Cuenca,Transferencia,Tarde
V2486,Sucursal 2,2023-01-22,10,Reloj,Calzado,30.0,2,120.0,E1,Pedro Gomez,1,15,Zona 3,Cuenca,PayPal,Mañana
V2487,Sucursal 2,2023-02-05,3,Chaqueta de cuero,Ropa,150.0,5,4000.0,E4,Lucia Martinez,4,10,Zona 2,Guayaquil,Tarjeta de debito,Mañana
V2488,Sucursal 2,2023-01-22,2,Camiseta,Electronica,120.0,1,150.0,E3,Carlos Perez,2,5,Zona 3,Guayaquil,Transferencia,Noche
V2489,Sucursal 2,2023-02-11,5,Reloj,Electronica,120.0,8,1500.0,E3,Pedro Gomez,1,10,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V2490,Sucursal 2,2023-02-03,4,Pantalones,Ropa,,4,,E2,Jose Lopez,2,5,Zona 2,Guayaquil,Efectivo,Tarde
V2491,Sucursal 2,2023-01-10,9,Smartphone,Accesorios,500.0,2,210.0,E5,Pedro Gomez,4,20,Zona 1,Ambato,Tarjeta de credito,Mañana
V2492,Sucursal 2,2023-01-12,5,Zapatos deportivos,Accesorios,300.0,8,560.0,E4,Carlos Perez,1,15,Zona 1,Ambato,PayPal,Noche
V2493,Sucursal 2,2023-01-27,7,Pantalones,Electronica,25.0,6,420.0,E3,Ana Garcia,5,10,Zona 2,Ambato,Efectivo,Noche
V2494,Sucursal 2,2023-01-15,2,Pantalones,Calzado,120.0,4,175.0,E2,Ana Garcia,1,0,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V2495,Sucursal 2,2023-03-24,6,Auriculares Bluetooth,Electronica,80.0,5,240.0,E5,Pedro Gomez,3,0,Zona 3,Ambato,Efectivo,Noche
V2496,Sucursal 2,2023-03-07,7,Smartphone,Electronica,30.0,2,840.0,E3,Jose Lopez,2,10,Zona 3,Quito,Tarjeta de debito,Tarde
V2497,Sucursal 2,2023-01-07,1,Tablet,Accesorios,25.0,1,180.0,E2,Jose Lopez,1,5,Zona 3,Guayaquil,Tarjeta de debito,Noche
V2498,Sucursal 2,2023-01-20,3,Auriculares Bluetooth,Electronica,60.0,2,200.0,E1,Carlos Perez,3,15,Zona 3,Ambato,PayPal,Tarde
V2499,Sucursal 2,2023-02-16,4,Zapatos deportivos,Ropa,120.0,5,480.0,E3,Lucia Martinez,4,0,Zona 1,Cuenca,Tarjeta de debito,Mañana
V2500,Sucursal 2,2023-01-27,7,Camiseta,Calzado,25.0,8,280.0,E2,Carlos Perez,2,20,Zona 1,Cuenca,Transferencia,Noche
